300,209,43,74
299,205,40,76
299,205,42,76
298,204,46,75
304,200,44,82
304,204,48,73
307,202,48,73
307,200,58,78
313,200,60,78
326,199,49,71
336,202,44,67
343,199,43,71
354,198,43,80
355,200,50,83
360,198,52,83
376,191,40,87
383,188,43,89
387,182,47,93
395,184,52,89
401,182,52,87
407,176,55,95
415,168,45,101
419,164,49,104
422,164,50,101
425,164,50,92
429,157,48,94
430,159,50,86
432,154,51,84
436,155,45,89
434,156,50,84
434,157,52,84
432,158,55,78
431,157,53,81
432,160,54,83
434,159,49,83
433,163,47,83
434,165,45,80
432,169,47,79
430,172,48,78
430,174,47,73
431,175,48,73
431,175,50,68
434,173,45,72
436,174,43,70
439,176,41,66
441,176,42,69
443,176,43,70
446,177,42,72
449,178,42,72
453,178,44,72
457,179,44,72
461,179,45,73
463,180,51,74
469,179,47,76
471,178,53,80
477,181,48,78
481,181,50,82
484,183,48,78
486,188,53,72
490,192,52,67
491,190,48,66
490,190,48,66
490,189,46,70
488,190,47,69
488,187,45,69
482,187,50,70
476,185,49,73
473,184,47,75
469,191,46,66
458,188,49,66
457,189,42,64
448,189,38,68
444,192,33,62
435,195,33,61
428,197,36,57
418,199,36,60
420,201,30,57
411,202,33,56
410,204,29,54
404,210,35,49
402,209,34,49
396,210,39,49
395,216,39,40
399,218,34,37
400,221,31,32
403,219,33,35
405,224,37,31
412,224,37,30
418,226,35,33
422,229,37,33
432,228,36,37
442,229,34,38
450,234,32,39
459,236,33,41
471,236,31,45
482,243,34,45
493,242,42,46
504,239,44,53
516,237,39,58
526,242,45,52
535,241,42,55
547,240,41,56
554,241,38,58
562,240,38,56
566,242,35,52
566,240,41,57
565,242,44,60
565,243,45,60
559,242,43,72
559,245,35,69
545,247,39,62
531,248,42,64
522,251,40,65
508,253,39,64
493,254,40,63
477,254,43,57
465,261,43,47
454,270,43,53
444,269,37,61
430,266,42,58
420,264,43,59
411,263,39,55
410,263,30,51
411,257,25,54
403,258,27,48
404,249,25,46
403,246,22,42
403,243,22,41
404,239,21,42
405,237,21,43
406,236,25,44
407,237,29,41
410,239,27,41
413,238,27,42
413,239,26,42
413,246,27,36
410,249,32,37
412,248,33,39
416,246,29,41
421,244,25,42
424,243,25,43
428,244,29,44
430,242,26,44
438,239,30,47
443,240,27,42
446,241,25,44
451,237,25,48
457,238,25,45
461,236,28,46
465,233,29,49
474,234,22,45
474,227,27,47
476,225,29,47
478,223,31,52
479,222,31,50
480,218,33,54
480,217,37,55
481,214,35,59
477,212,40,64
475,214,42,66
472,215,43,64
471,218,39,58
469,220,41,50
462,219,35,52
462,218,28,53
457,221,30,48
454,223,30,44
452,227,32,40
448,232,37,36
445,231,42,33
443,234,45,28
443,233,45,28
444,233,46,27
445,232,40,30
453,228,36,34
452,226,37,39
452,230,37,36
455,228,34,40
460,224,31,41
462,225,29,40
464,224,31,39
465,226,30,40
468,224,27,41
466,225,30,39
467,226,29,40
467,225,29,42
467,227,33,36
470,226,29,39
469,225,31,38
471,226,29,36
471,225,29,40
472,223,28,43
473,221,33,44
470,225,37,41
472,222,33,46
471,222,30,45
471,219,29,46
471,222,27,43
469,222,29,43
465,226,30,39
465,228,30,37
465,228,28,37
460,233,32,32
461,230,32,36
463,227,31,38
461,230,31,35
460,231,35,33
458,231,39,35
456,234,39,31
457,231,36,35
458,226,34,42
457,229,34,38
459,228,32,38
456,229,36,37
456,234,35,30
459,231,33,36
456,234,38,33
460,230,33,34
460,231,35,32
462,230,32,37
461,232,31,36
464,228,30,41
466,229,27,42
466,229,27,42
466,230,28,37
465,231,29,38
467,229,28,43
468,229,28,42
470,228,27,44
467,228,28,45
468,226,29,44
467,225,28,46
466,226,27,42
462,223,27,43
462,220,24,47
458,217,28,48
450,215,34,49
450,216,30,44
441,213,33,45
433,212,34,47
427,213,41,45
419,213,40,42
418,211,39,45
412,214,35,38
406,210,35,42
396,213,42,35
388,214,38,35
383,215,34,36
379,212,36,37
375,211,38,38
369,210,40,40
368,210,38,39
365,207,38,42
363,206,42,42
364,209,37,38
365,206,37,39
364,204,40,42
368,204,38,40
373,201,35,45
374,205,37,41
378,203,35,44
382,203,38,44
388,206,38,39
397,204,34,40
406,206,30,37
413,204,32,41
422,202,25,48
425,201,29,50
433,203,28,47
440,203,29,49
445,203,30,51
449,202,34,50
455,203,31,51
459,204,33,49
461,203,33,54
465,203,30,54
464,204,32,54
464,203,30,57
464,206,30,55
456,208,36,57
454,208,33,60
444,209,38,59
444,213,31,60
430,211,38,62
425,213,36,65
415,218,35,61
404,222,40,57
391,224,44,50
383,229,37,39
376,226,38,44
365,221,43,48
358,219,41,51
355,217,42,45
346,215,41,43
345,213,38,42
339,211,42,42
339,207,39,41
335,203,42,41
337,201,39,39
340,203,37,34
341,200,37,36
344,197,34,40
351,197,32,40
353,198,35,40
359,196,35,44
360,198,35,44
365,200,35,41
364,198,37,46
371,201,42,45
381,200,38,47
392,199,36,51
404,201,34,51
414,201,34,50
421,202,35,51
431,202,36,54
445,203,35,55
453,200,36,58
462,201,42,56
472,200,40,57
478,197,42,58
486,195,38,60
491,192,38,61
492,190,44,64
492,190,43,62
491,190,43,63
491,191,40,64
486,192,42,62
477,195,44,63
473,196,44,68
460,199,47,66
458,201,46,73
438,202,39,69
427,206,40,66
417,205,40,66
404,208,44,62
393,214,38,54
382,212,36,52
371,216,43,49
358,214,47,45
352,217,38,38
346,212,37,39
339,208,39,44
332,206,39,42
333,203,34,39
330,201,36,38
328,200,37,36
327,196,38,39
325,198,43,34
330,197,38,33
333,196,37,33
339,196,35,34
342,196,32,38
349,198,33,37
352,203,36,38
360,203,40,44
367,206,44,43
377,208,41,44
389,206,38,48
401,205,40,51
415,204,38,56
427,204,37,58
439,206,38,55
453,200,38,61
464,200,43,59
475,193,43,63
487,191,42,60
495,186,43,61
504,185,42,61
510,181,42,62
512,181,47,62
515,179,43,66
516,179,42,65
513,178,41,67
507,180,43,67
499,181,44,68
487,185,48,67
480,189,46,69
466,198,48,63
453,196,44,71
440,198,39,71
427,201,44,67
415,202,43,66
398,205,51,54
387,206,49,51
375,208,44,48
365,204,46,48
355,204,49,41
349,199,44,42
347,194,44,41
343,190,44,37
343,184,41,37
343,181,41,34
343,177,42,35
344,174,44,34
345,172,44,35
350,168,40,38
353,168,42,38
358,171,40,35
365,168,39,42
370,172,40,39
377,172,40,43
386,175,40,44
396,178,39,42
406,179,40,43
416,179,39,47
426,177,37,53
435,176,40,54
448,175,38,57
458,174,40,59
468,174,41,60
478,175,43,60
488,176,44,65
496,177,48,70
506,179,45,68
516,180,40,72
520,182,40,69
523,183,42,68
523,182,45,68
523,183,42,70
523,183,42,68
516,182,48,71
509,182,54,72
501,182,51,73
492,182,56,74
481,181,58,75
472,185,56,76
470,184,53,72
462,183,58,74
457,183,58,78
441,185,66,77
