353,131,61,92
352,123,63,92
350,121,69,102
344,119,79,111
343,124,80,100
343,121,83,99
334,115,98,113
338,126,105,97
346,119,89,101
337,118,96,111
331,122,120,96
329,128,121,92
338,123,104,99
329,116,113,111
336,127,106,108
339,121,96,105
336,116,88,100
345,122,83,100
339,118,83,111
342,121,85,108
333,116,99,119
337,123,104,104
341,119,92,118
341,117,89,130
339,123,96,115
341,120,99,120
343,118,87,116
339,120,90,109
335,128,104,97
332,122,104,104
331,123,109,102
329,127,114,93
329,131,122,88
333,133,108,88
330,133,115,90
331,139,117,84
328,136,121,89
326,123,118,105
332,131,111,97
331,126,117,103
336,130,116,96
334,131,121,101
341,123,111,111
334,120,124,118
333,118,119,130
341,121,106,146
344,117,100,166
337,117,105,186
345,113,93,189
337,108,100,168
338,112,97,185
338,119,97,178
346,106,86,197
344,113,93,177
346,115,94,186
337,108,103,212
343,113,106,205
346,114,91,208
339,105,101,204
335,113,115,235
344,116,122,224
345,117,149,252
334,115,140,257
331,120,153,250
330,114,143,277
333,101,135,305
334,106,141,292
342,121,132,269
335,113,132,277
332,113,136,271
335,123,133,274
332,110,125,278
334,115,129,287
328,126,133,289
320,108,135,299
338,112,121,300
325,116,131,301
327,98,133,305
329,122,134,277
330,123,131,281
325,102,134,289
330,118,129,271
318,119,139,276
326,116,130,276
328,118,129,265
332,129,121,263
321,118,128,265
330,117,119,286
320,118,128,285
322,118,129,290
323,115,127,286
322,122,127,287
328,113,120,281
322,123,126,285
321,112,127,299
320,124,130,285
322,115,127,287
320,124,126,270
310,124,129,267
317,126,123,271
317,131,124,255
309,134,127,247
312,125,123,261
312,129,124,275
304,113,134,284
304,124,132,267
308,126,126,269
300,119,141,281
306,115,133,291
299,124,144,276
296,125,140,271
289,112,148,289
285,114,149,284
292,123,140,285
283,114,156,278
267,107,168,294
275,120,159,281
271,119,169,290
261,111,176,275
248,114,196,284
232,114,208,278
243,111,211,246
237,103,212,278
260,96,176,300
237,107,212,287
218,95,231,304
229,98,209,298
228,99,223,256
218,98,241,273
204,98,260,287
204,93,255,282
218,91,231,303
255,93,199,291
224,104,223,269
204,103,261,273
219,105,237,246
233,113,221,270
225,106,210,281
204,109,259,268
206,95,235,285
189,105,273,272
205,107,241,248
211,107,258,257
206,100,235,279
192,97,289,286
215,114,223,271
199,106,229,274
228,106,235,291
189,100,271,281
196,95,243,268
189,84,251,307
188,84,262,302
187,87,285,298
196,106,228,256
211,111,250,261
185,92,274,278
177,103,285,275
182,114,294,256
183,111,274,254
156,110,327,259
164,109,300,252
177,105,309,278
182,108,266,276
176,119,289,241
158,112,322,253
170,93,296,293
161,105,319,272
153,109,301,273
155,112,325,257
172,109,293,271
161,119,322,255
156,110,330,261
163,108,317,272
174,116,264,227
161,101,306,253
171,109,307,273
163,117,299,258
168,107,326,262
184,97,281,291
196,92,245,269
180,109,298,267
172,81,292,323
197,105,253,280
182,107,300,253
177,106,291,289
181,92,296,284
170,127,293,238
178,108,308,273
188,120,255,249
197,115,241,288
194,102,221,296
190,96,285,320
190,74,259,305
175,90,293,312
190,91,258,314
181,94,273,318
205,96,258,294
204,94,257,299
233,90,214,306
212,89,244,295
189,85,256,325
189,90,272,301
195,94,251,304
178,98,307,294
210,97,236,306
200,88,260,305
190,89,245,328
187,83,307,320
222,105,235,252
201,93,266,291
208,95,227,279
195,92,243,301
187,97,288,301
205,87,247,325
206,97,224,284
204,92,267,307
199,88,252,290
192,98,267,299
192,90,261,286
183,97,301,312
191,77,259,306
184,104,287,281
186,100,274,279
177,85,318,312
206,89,253,296
189,91,280,314
202,117,232,260
201,108,269,294
197,96,257,318
184,97,253,275
189,104,290,267
180,111,299,270
181,88,267,312
202,105,306,246
176,98,296,283
170,100,326,250
179,107,289,299
159,103,333,261
160,110,347,246
172,105,282,258
197,117,300,243
184,118,271,239
183,115,298,244
184,128,317,228
182,107,264,271
172,107,328,257
179,125,274,246
186,104,305,289
183,104,269,295
177,107,336,265
189,103,288,275
178,122,342,258
193,108,291,239
163,117,332,243
181,117,330,269
171,99,307,258
174,123,349,224
177,112,294,242
177,135,324,232
180,130,325,228
175,122,325,235
179,129,317,251
161,126,347,207
178,130,334,213
169,129,322,252
157,107,337,251
178,126,339,234
177,129,302,234
176,122,325,246
177,114,297,286
170,116,344,231
169,119,320,248
167,111,370,250
164,122,335,240
171,135,363,236
151,106,358,240
152,126,379,229
166,141,356,232
163,119,336,212
170,129,345,216
159,116,354,230
166,114,347,255
150,122,384,212
178,133,343,219
174,103,317,267
174,132,336,228
178,114,345,256
159,108,373,236
172,122,324,241
167,120,367,233
175,117,309,232
181,126,346,236
182,125,318,236
180,114,345,251
171,120,324,230
187,117,349,245
193,134,306,216
174,107,346,230
186,126,318,224
185,124,337,225
181,129,348,228
178,129,339,206
186,130,344,244
173,108,342,243
197,113,324,254
185,122,331,235
173,122,364,234
194,119,353,229
178,100,328,287
172,105,386,264
183,117,325,256
184,109,364,259
196,120,333,240
189,129,365,243
176,112,378,241
207,120,334,220
186,120,325,226
192,100,306,258
200,119,331,237
171,102,364,248
185,118,369,239
204,121,311,229
181,100,366,287
190,97,338,248
181,125,394,219
185,95,330,273
209,116,359,233
196,111,318,268
181,114,380,241
208,111,349,278
199,103,337,258
199,124,378,241
192,120,327,234
200,117,353,246
189,89,348,273
187,131,375,215
172,107,380,237
194,120,374,234
196,129,354,225
181,113,361,212
199,122,348,228
185,110,352,238
210,121,333,222
196,116,308,249
204,120,337,226
190,112,309,248
192,105,348,255
189,112,305,232
183,124,341,227
207,119,315,245
178,96,336,284
199,117,353,230
180,129,306,196
192,133,335,190
195,133,336,207
180,113,356,225
196,134,329,216
176,133,364,199
189,116,354,257
184,115,316,252
176,125,364,226
180,134,382,202
175,117,361,216
181,128,364,231
184,121,391,237
177,108,359,248
187,137,350,207
179,111,364,250
191,127,373,239
179,134,353,219
171,120,413,252
167,112,400,258
185,123,343,254
199,146,372,218
184,113,361,253
207,124,330,242
197,120,307,240
193,109,345,257
191,126,345,221
191,139,370,223
185,119,347,227
186,130,368,212
186,133,359,219
169,109,383,276
195,110,328,259
202,122,376,231
176,133,360,226
203,129,365,216
175,109,362,253
181,117,383,252
188,135,322,217
188,117,362,241
195,84,340,289
208,103,287,278
200,104,335,306
211,120,316,247
197,121,316,244
201,106,351,252
197,115,310,251
193,105,363,250
190,133,347,220
201,138,366,214
196,126,323,229
202,114,357,242
200,113,313,257
225,124,325,242
200,104,318,260
212,120,344,243
212,138,302,215
210,143,338,212
186,101,353,256
213,106,357,257
201,119,338,230
210,105,340,266
217,116,284,262
207,115,294,245
201,105,346,258
188,110,327,263
213,105,341,247
198,125,325,254
194,82,352,290
208,101,308,257
196,119,361,252
210,92,292,298
198,101,358,278
215,126,298,228
235,112,317,262
214,98,298,253
195,117,354,251
196,104,308,263
212,110,335,261
210,126,295,224
207,115,338,254
202,93,312,258
203,102,344,287
213,134,308,227
187,116,361,239
177,125,327,233
179,101,352,256
201,119,352,233
208,131,277,219
206,118,289,237
196,112,290,236
200,119,339,231
202,123,347,230
198,126,346,229
175,108,353,284
172,116,386,241
186,107,356,265
187,134,299,210
192,124,333,241
188,108,376,274
197,130,331,221
189,120,370,251
204,117,300,246
206,113,343,252
216,126,303,237
213,106,297,273
207,129,297,214
197,114,308,241
194,105,347,265
196,122,320,238
205,103,348,256
218,130,266,219
209,106,272,260
203,99,274,272
228,111,295,238
208,110,265,249
216,125,313,211
213,130,336,230
208,114,274,227
212,117,314,243
213,124,346,225
204,108,312,254
199,114,360,237
195,121,324,243
204,133,341,209
192,100,329,260
203,117,357,234
225,110,311,252
209,115,286,254
215,116,334,222
206,105,295,244
224,117,307,250
221,101,300,278
219,87,277,264
218,114,315,236
218,122,284,223
226,105,304,265
228,91,270,312
219,98,263,270
226,114,300,254
226,98,287,290
224,109,261,246
217,106,297,268
230,80,256,315
229,101,289,274
244,102,239,292
235,95,268,309
245,84,247,332
259,93,233,301
240,99,254,310
251,103,237,238
241,107,241,259
223,102,290,273
227,82,264,300
243,111,222,270
227,108,277,263
252,113,226,264
238,98,233,288
236,99,252,272
217,110,261,246
220,113,291,261
233,118,245,242
220,99,271,277
234,110,237,294
224,94,236,287
234,91,256,292
246,104,232,270
235,99,222,283
225,97,266,313
235,86,235,283
249,98,217,288
244,97,203,261
237,90,244,297
243,101,219,273
231,99,222,274
234,92,248,294
235,86,236,306
232,103,237,290
244,101,222,284
235,95,229,293
245,93,222,259
235,100,234,272
234,104,231,268
223,94,240,267
227,95,257,289
227,116,235,246
208,101,283,271
235,116,223,245
226,123,260,223
221,121,270,244
226,102,239,258
205,120,287,232
209,112,251,254
216,108,289,254
218,97,251,268
214,98,276,282
230,107,235,267
212,98,256,259
202,122,239,222
204,109,283,264
186,116,322,233
187,122,328,250
190,129,281,224
189,112,308,266
192,122,270,242
197,103,303,282
187,117,328,240
169,105,323,257
168,113,363,266
155,115,297,251
170,114,330,258
158,118,375,264
141,96,395,261
138,109,422,276
131,102,393,270
123,108,466,263
109,107,453,252
103,111,498,243
107,109,462,256
99,98,431,255
105,116,448,248
98,128,473,229
106,109,474,264
110,114,488,256
80,100,456,265
83,96,480,255
73,109,511,250
69,105,543,267
23,117,513,254
35,80,569,299
14,99,592,297
26,89,644,307
-37,83,645,319
-1,96,670,299
0,82,707,313
-32,77,665,319
-17,79,705,318
8,81,687,312
-33,53,696,339
-26,62,690,345
-26,86,734,315
-101,95,799,314
-57,86,747,335
-94,74,718,331
-71,75,763,325
-57,93,785,316
-140,103,827,306
-84,108,798,318
-139,110,824,315
-102,116,846,305
-27,106,781,323
2,116,809,321
-110,111,866,332
-51,112,841,327
2,107,742,257
152,90,664,317
-17,122,716,291
-42,109,767,272
-64,108,802,295
16,110,821,302
20,119,754,320
-42,127,846,301
-63,127,865,295
-27,104,764,316
-87,112,808,323
38,117,807,267
-5,125,796,289
27,131,749,304
17,105,751,309
-35,123,791,305
-33,115,728,308
-23,124,727,325
