362,114,109,71
358,117,111,78
357,119,98,74
352,118,106,73
342,116,104,77
341,116,103,78
340,116,99,76
334,115,100,82
333,115,100,82
331,116,104,82
329,119,103,75
329,120,103,79
328,118,104,79
328,119,103,82
329,120,105,75
330,120,100,76
331,120,99,79
329,120,109,77
330,118,109,84
330,118,111,81
330,121,114,77
333,118,111,83
332,119,115,77
335,119,106,80
335,115,111,84
337,119,111,74
338,118,112,80
339,120,112,74
342,116,108,79
342,116,106,81
343,116,105,81
345,117,107,80
346,116,116,78
348,118,111,76
349,117,109,76
351,114,108,82
350,117,110,76
353,116,105,78
356,118,107,74
359,116,106,79
358,112,114,85
359,118,118,74
363,118,115,74
365,117,111,76
362,117,118,77
366,115,111,77
366,118,113,74
370,115,110,76
371,116,109,77
372,108,107,86
373,108,107,88
373,112,108,84
374,114,110,79
377,115,108,77
377,117,111,76
376,112,114,82
376,115,116,78
379,117,113,76
381,116,112,77
382,115,112,77
381,117,115,74
383,119,115,72
388,117,109,74
388,117,112,75
392,118,110,73
394,116,111,76
395,116,111,77
398,116,108,75
399,116,111,74
400,115,112,78
402,116,113,76
404,117,115,76
406,110,117,83
405,113,120,79
410,114,112,77
411,114,114,79
413,117,114,76
412,114,117,80
415,114,116,78
416,112,117,82
419,114,113,80
419,113,112,83
420,108,115,89
419,111,118,84
421,114,117,83
422,111,114,89
422,112,118,85
424,113,117,86
423,107,120,91
426,106,116,95
424,108,122,93
428,110,117,87
427,114,119,85
428,105,120,94
426,107,122,92
429,104,118,97
428,107,120,94
426,110,124,92
427,105,121,98
426,110,123,88
426,109,121,94
426,110,123,90
428,108,120,93
428,111,120,91
428,103,118,97
426,109,124,93
424,114,130,86
428,109,122,90
429,113,121,88
428,107,121,92
427,114,122,88
428,106,121,93
425,113,129,91
425,109,129,92
426,109,125,95
426,104,128,103
427,107,127,101
426,106,127,101
424,108,131,100
424,104,132,106
420,107,133,106
422,108,132,105
420,108,133,104
417,110,138,101
414,109,138,107
413,107,139,110
414,107,136,109
415,107,129,108
415,107,134,109
415,108,126,113
410,107,139,115
414,106,126,115
415,106,128,113
415,106,127,116
416,101,122,119
413,105,129,113
418,103,120,117
414,105,127,112
414,103,128,116
418,104,120,113
420,103,116,116
416,106,119,112
417,105,118,113
414,106,123,112
416,106,119,112
413,107,122,110
415,104,118,116
413,105,121,110
410,105,126,107
413,104,119,106
415,104,115,106
417,103,113,106
415,106,113,102
421,104,104,96
415,105,108,99
416,102,111,98
420,104,103,97
417,101,111,101
418,103,108,97
418,106,110,89
416,108,107,91
418,106,107,94
415,102,112,102
418,105,102,98
421,101,102,97
419,106,108,92
421,104,98,98
420,104,101,98
421,101,104,102
424,101,96,100
424,100,98,100
421,105,101,98
422,102,101,97
423,105,99,94
420,101,105,96
423,103,99,97
420,101,106,97
425,103,98,94
421,102,103,94
419,102,104,97
428,100,95,93
423,102,97,93
426,101,95,92
425,103,96,91
427,103,92,91
419,104,101,89
429,103,90,89
438,101,80,93
432,107,85,85
430,105,89,89
428,103,93,88
425,106,98,85
428,105,94,88
427,102,92,89
428,105,92,87
421,105,98,87
413,112,107,77
408,110,113,79
407,110,116,79
